"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Открытие формы списка документа ""Заявка на довоз, обмен товара"" (ЗаявкаНаОбменДовозТовара)","1","0","Открытие формы списка документа ""Заявка на довоз, обмен товара"" (ЗаявкаНаОбменДовозТовара)","0"
"0","","0","Открытие формы справочника ""Задачи проектов"" (ЗадачиПроектов)","1","0","Открытие формы справочника ""Задачи проектов"" (ЗадачиПроектов)","0"
"0","","0","Открытие формы документа ""Отчет комиссионера о списании"" (ОтчетКомиссионераОСписании)","1","0","Открытие формы документа ""Отчет комиссионера о списании"" (ОтчетКомиссионераОСписании)","0"
"0","","0","Печать элемента документа ""Реестр развозки"" (РеестрРазвозки)","1","0","Печать элемента документа ""Реестр развозки"" (РеестрРазвозки)","0"
"0","","0","Открытие формы документа ""Закрытие товаров организаций к передаче (ЯрВет)"" (ЯРВЕТ_ЗакрытиеТоваровОрганизацийКПередаче)","1","0","Открытие формы документа ""Закрытие товаров организаций к передаче (ЯрВет)"" (ЯРВЕТ_ЗакрытиеТоваровОрганизацийКПередаче)","0"
"0","","0","Копирование элемента справочника ""Вопросы шаблона анкеты"" (ВопросыШаблонаАнкеты)","1","0","Копирование элемента справочника ""Вопросы шаблона анкеты"" (ВопросыШаблонаАнкеты)","0"
"0","","0","Копирование элемента справочника ""Шаблоны e-mail рассылки"" (CRM_ШаблоныРассылки)","1","0","Копирование элемента справочника ""Шаблоны e-mail рассылки"" (CRM_ШаблоныРассылки)","0"
"0","","0","Копирование элемента справочника ""Паспорта качества номенклатуры"" (ПаспортаКачестваНоменклатуры)","1","0","Копирование элемента справочника ""Паспорта качества номенклатуры"" (ПаспортаКачестваНоменклатуры)","0"
"0","","0","Копирование элемента справочника ""Продукция ВетИС"" (ПродукцияВЕТИС)","1","0","Копирование элемента справочника ""Продукция ВетИС"" (ПродукцияВЕТИС)","0"
"0","","0","Открытие формы регистра сведений ""Целевые значения вариантов анализа"" (ЦелевыеЗначенияВариантовАнализа)","1","0","Открытие формы регистра сведений ""Целевые значения вариантов анализа"" (ЦелевыеЗначенияВариантовАнализа)","0"
"0","","0","Копирование элемента документа ""Счет-фактура налогового агента"" (СчетФактураНалоговыйАгент)","1","0","Копирование элемента документа ""Счет-фактура налогового агента"" (СчетФактураНалоговыйАгент)","0"
"0","","0","Ввод на основании документа ""Заявка на расходование денежных средств""","1","0","Ввод на основании документа ""Заявка на расходование денежных средств""","0"
"0","","0","Открытие формы документа ""Запрос складского журнала ВетИС"" (ЗапросСкладскогоЖурналаВЕТИС)","1","0","Открытие формы документа ""Запрос складского журнала ВетИС"" (ЗапросСкладскогоЖурналаВЕТИС)","0"
"0","","0","Копирование элемента справочника ""Сообщения (Контур EDI)"" (КонтурEDI_Сообщения)","1","0","Копирование элемента справочника ""Сообщения (Контур EDI)"" (КонтурEDI_Сообщения)","0"
"0","","0","Открытие формы списка справочника ""Виды цен поставщиков"" (ВидыЦенПоставщиков)","1","0","Открытие формы списка справочника ""Виды цен поставщиков"" (ВидыЦенПоставщиков)","0"
"0","","0","Запись элемента плана видов характеристик ""Настройки пользователей"" (CRM_НастройкиПользователей)","1","0","Запись элемента плана видов характеристик ""Настройки пользователей"" (CRM_НастройкиПользователей)","0"
"0","","0","Открытие формы списка плана видов характеристик ""Настройки пользователей"" (CRM_НастройкиПользователей)","1","0","Открытие формы списка плана видов характеристик ""Настройки пользователей"" (CRM_НастройкиПользователей)","0"
"0","","0","Открытие формы списка справочника ""Тома хранения файлов"" (ТомаХраненияФайлов)","1","0","Открытие формы списка справочника ""Тома хранения файлов"" (ТомаХраненияФайлов)","0"
"0","","0","Открытие формы документа ""Заявка на довоз, обмен товара"" (ЗаявкаНаОбменДовозТовара)","1","0","Открытие формы документа ""Заявка на довоз, обмен товара"" (ЗаявкаНаОбменДовозТовара)","0"
"0","","0","Открытие формы отчета ""План-факт закупки (менеджеры)"" (ПланФактЗакупкиМенеджеры)","1","0","Открытие формы отчета ""План-факт закупки (менеджеры)"" (ПланФактЗакупкиМенеджеры)","0"
"0","","0","Открытие формы списка регистра сведений ""Цены номенклатуры"" (ЦеныНоменклатуры)","1","0","Открытие формы списка регистра сведений ""Цены номенклатуры"" (ЦеныНоменклатуры)","0"
"0","","0","Копирование элемента справочника ""Кассы ККМ"" (КассыККМ)","1","0","Копирование элемента справочника ""Кассы ККМ"" (КассыККМ)","0"
"0","","0","Открытие формы регистра сведений ""Таблицы групп доступа"" (ТаблицыГруппДоступа)","1","0","Открытие формы регистра сведений ""Таблицы групп доступа"" (ТаблицыГруппДоступа)","0"
"0","","0","Открытие формы списка справочника ""Периоды планирования"" (CRM_ПериодыПланирования)","1","0","Открытие формы списка справочника ""Периоды планирования"" (CRM_ПериодыПланирования)","0"
"0","","0","Открытие формы отчета ""Переданная возвратная тара"" (ПереданнаяВозвратнаяТара)","1","0","Открытие формы отчета ""Переданная возвратная тара"" (ПереданнаяВозвратнаяТара)","0"
"0","","0","Открытие формы списка справочника ""Показатели сегментирования"" (ПоказателиСегментирования)","1","0","Открытие формы списка справочника ""Показатели сегментирования"" (ПоказателиСегментирования)","0"
"0","","0","Открытие формы отчета ""Выгрузка в CISLINK"" (ВыгрузкаВCISLINK)","1","0","Открытие формы отчета ""Выгрузка в CISLINK"" (ВыгрузкаВCISLINK)","0"
"0","","0","Открытие формы списка регистра сведений ""История адресных объектов"" (ИсторияАдресныхОбъектов)","1","0","Открытие формы списка регистра сведений ""История адресных объектов"" (ИсторияАдресныхОбъектов)","0"
"0","","0","Ввод на основании документа ""Счет на оплату клиенту""","1","0","Ввод на основании документа ""Счет на оплату клиенту""","0"
"0","","0","Открытие формы обработки ""Универсальный журнал документов"" (CRM_УниверсальныйЖурналДокументов)","1","0","Открытие формы обработки ""Универсальный журнал документов"" (CRM_УниверсальныйЖурналДокументов)","0"
"0","","0","Копирование элемента справочника ""Варианты завершения бизнес-процесса"" (CRM_ВариантыЗавершенияБизнесПроцесса)","1","0","Копирование элемента справочника ""Варианты завершения бизнес-процесса"" (CRM_ВариантыЗавершенияБизнесПроцесса)","0"
"0","","0","Копирование элемента справочника ""Группы универсального журнала"" (CRM_ГруппыУниверсальногоЖурнала)","1","0","Копирование элемента справочника ""Группы универсального журнала"" (CRM_ГруппыУниверсальногоЖурнала)","0"
"0","","0","Запись элемента плана видов характеристик ""Объекты адресации задач"" (ОбъектыАдресацииЗадач)","1","0","Запись элемента плана видов характеристик ""Объекты адресации задач"" (ОбъектыАдресацииЗадач)","0"
"0","","0","Копирование элемента справочника ""Лекарственные формы"" (ЯРВЕТ_ЛекарственныеФормы)","1","0","Копирование элемента справочника ""Лекарственные формы"" (ЯРВЕТ_ЛекарственныеФормы)","0"
"0","","0","Ввод на основании документа ""Поступление безналичных денежных средств""","1","0","Ввод на основании документа ""Поступление безналичных денежных средств""","0"
"0","","0","Копирование элемента справочника ""Пользователи"" (Пользователи)","1","0","Копирование элемента справочника ""Пользователи"" (Пользователи)","0"
"0","","0","Открытие формы документа ""Поручение экспедитору"" (ПоручениеЭкспедитору)","1","0","Открытие формы документа ""Поручение экспедитору"" (ПоручениеЭкспедитору)","0"
"0","","0","Открытие формы отчета ""Состояние расчетов с комиссионерами"" (СостояниеРасчетовСКомиссионерами)","1","0","Открытие формы отчета ""Состояние расчетов с комиссионерами"" (СостояниеРасчетовСКомиссионерами)","0"
"0","","0","Открытие формы отчета ""Оплата заявок на расходование денежных средств"" (ОплатаЗаявокНаРасходованиеДенежныхСредств)","1","0","Открытие формы отчета ""Оплата заявок на расходование денежных средств"" (ОплатаЗаявокНаРасходованиеДенежныхСредств)","0"
"0","","0","Открытие формы справочника ""Виды сделок с клиентами"" (ВидыСделокСКлиентами)","1","0","Открытие формы справочника ""Виды сделок с клиентами"" (ВидыСделокСКлиентами)","0"
"0","","0","Копирование элемента справочника ""Задачи проектов"" (ЗадачиПроектов)","1","0","Копирование элемента справочника ""Задачи проектов"" (ЗадачиПроектов)","0"
"0","","0","Копирование элемента документа ""Распоряжение на перемещение денежных средств"" (РаспоряжениеНаПеремещениеДенежныхСредств)","1","0","Копирование элемента документа ""Распоряжение на перемещение денежных средств"" (РаспоряжениеНаПеремещениеДенежныхСредств)","0"
"0","","0","Копирование элемента справочника ""Параметры контекстных функциональных опций"" (ПараметрыКонтекстныхФункциональныхОпций)","1","0","Копирование элемента справочника ""Параметры контекстных функциональных опций"" (ПараметрыКонтекстныхФункциональныхОпций)","0"
"0","","0","Открытие формы отчета ""План-фактный анализ оплат и начислений"" (ПланФактныйАнализКредитовИДепозитов)","1","0","Открытие формы отчета ""План-фактный анализ оплат и начислений"" (ПланФактныйАнализКредитовИДепозитов)","0"
"0","","0","Открытие формы списка регистра сведений ""Настройка распределения затрат в реестрах развозки"" (НастройкаРаспределенияЗатратВРеестрахРазвозки)","1","0","Открытие формы списка регистра сведений ""Настройка распределения затрат в реестрах развозки"" (НастройкаРаспределенияЗатратВРеестрахРазвозки)","0"
"0","","0","Копирование элемента плана видов характеристик ""Виды объектов бизнес-процессов"" (CRM_ВидыОбъектовБизнесПроцессов)","1","0","Копирование элемента плана видов характеристик ""Виды объектов бизнес-процессов"" (CRM_ВидыОбъектовБизнесПроцессов)","0"
"0","","0","Открытие формы справочника ""Автопролонгация договоров. Настройки"" (НастройкиАвтопролонгацииДоговоров)","1","0","Открытие формы справочника ""Автопролонгация договоров. Настройки"" (НастройкиАвтопролонгацииДоговоров)","0"
"0","","0","Копирование элемента справочника ""Политики учета серий"" (ПолитикиУчетаСерий)","1","0","Копирование элемента справочника ""Политики учета серий"" (ПолитикиУчетаСерий)","0"
"0","","0","Открытие формы отчета ""Квоты ассортимента"" (ТекущиеКвотыАссортимента)","1","0","Открытие формы отчета ""Квоты ассортимента"" (ТекущиеКвотыАссортимента)","0"
"0","","0","Открытие формы отчета ""План-факт (продажи)"" (ПланФактПродажи)","1","0","Открытие формы отчета ""План-факт (продажи)"" (ПланФактПродажи)","0"
"0","","0","Открытие формы отчета ""Анализ эффективности работы торговых представителей"" (АнализЭффективностиРаботыТорговыхПредставителей)","1","0","Открытие формы отчета ""Анализ эффективности работы торговых представителей"" (АнализЭффективностиРаботыТорговыхПредставителей)","0"
"0","","0","Открытие формы списка регистра накопления ""Расчеты с клиентами"" (РасчетыСКлиентами)","1","0","Открытие формы списка регистра накопления ""Расчеты с клиентами"" (РасчетыСКлиентами)","0"
"0","","0","Открытие формы отчета ""Динамика цен номенклатуры"" (ДинамикаИзмененияЦенНоменклатуры)","1","0","Открытие формы отчета ""Динамика цен номенклатуры"" (ДинамикаИзмененияЦенНоменклатуры)","0"
"0","","0","Открытие формы документа ""Корректировки ГСМ и километража ТС"" (апрКорректировкаГСМиКМ)","1","0","Открытие формы документа ""Корректировки ГСМ и километража ТС"" (апрКорректировкаГСМиКМ)","0"
"0","","0","Открытие формы справочника ""Группы доступа физических лиц"" (ГруппыДоступаФизическихЛиц)","1","0","Открытие формы справочника ""Группы доступа физических лиц"" (ГруппыДоступаФизическихЛиц)","0"
"0","","0","Копирование элемента группы справочника ""Проверяемые объекты"" (итПроверяемыеОбъекты)","1","0","Копирование элемента группы справочника ""Проверяемые объекты"" (итПроверяемыеОбъекты)","0"
"0","","0","Открытие формы обработки ""Управление итогами и агрегатами"" (УправлениеИтогамиИАгрегатами)","1","0","Открытие формы обработки ""Управление итогами и агрегатами"" (УправлениеИтогамиИАгрегатами)","0"
"0","","0","Печать элемента документа ""План закупок"" (ПланЗакупок)","1","0","Печать элемента документа ""План закупок"" (ПланЗакупок)","0"
"0","","0","Ввод на основании документа ""Заявка на выдачу образцов""","1","0","Ввод на основании документа ""Заявка на выдачу образцов""","0"
"0","","0","Открытие формы документа ""Факт начисления налогов"" (ФактНачисленияНалогов)","1","0","Открытие формы документа ""Факт начисления налогов"" (ФактНачисленияНалогов)","0"
"0","","0","Открытие формы отчета ""XYZ Классификация клиентов"" (XYZКлассификацияКлиентов)","1","0","Открытие формы отчета ""XYZ Классификация клиентов"" (XYZКлассификацияКлиентов)","0"
"0","","0","Открытие формы списка справочника ""Типы транспортных средств"" (ТипыТранспортныхСредств)","1","0","Открытие формы списка справочника ""Типы транспортных средств"" (ТипыТранспортныхСредств)","0"
"0","","0","Открытие формы отчета ""ABC/XYZ - анализ номенклатуры"" (ABCXYZАнализНоменклатуры)","1","0","Открытие формы отчета ""ABC/XYZ - анализ номенклатуры"" (ABCXYZАнализНоменклатуры)","0"
"0","","0","Открытие формы списка регистра сведений ""ММП: Соответствия ключей"" (mmСоответствияКлючей)","1","0","Открытие формы списка регистра сведений ""ММП: Соответствия ключей"" (mmСоответствияКлючей)","0"
"0","","0","Ввод на основании документа ""Заявка на выдачу оборудования""","1","0","Ввод на основании документа ""Заявка на выдачу оборудования""","0"
"0","","0","Открытие формы списка справочника ""Настройки создания расходных ордеров"" (НастройкиСозданияРасходныхОрдеров)","1","0","Открытие формы списка справочника ""Настройки создания расходных ордеров"" (НастройкиСозданияРасходныхОрдеров)","0"
"0","","0","Открытие формы списка регистра сведений ""Дампы платформы"" (ДампыПлатформы)","1","0","Открытие формы списка регистра сведений ""Дампы платформы"" (ДампыПлатформы)","0"
"0","","0","Копирование элемента документа ""Фиксация отработанного времени"" (ФиксацияОтработанногоВремени)","1","0","Копирование элемента документа ""Фиксация отработанного времени"" (ФиксацияОтработанногоВремени)","0"
"0","","0","Открытие формы обработки ""Защита персональных данных (в соответствии с требованиями 152-ФЗ)"" (ЗащитаПерсональныхДанных)","1","0","Открытие формы обработки ""Защита персональных данных (в соответствии с требованиями 152-ФЗ)"" (ЗащитаПерсональныхДанных)","0"
"0","","0","Копирование элемента справочника ""Источники данных планирования"" (ИсточникиДанныхПланирования)","1","0","Копирование элемента справочника ""Источники данных планирования"" (ИсточникиДанныхПланирования)","0"
"0","","0","Копирование элемента справочника ""Программы управления стадом"" (ПрограммыУправленияСтадом)","1","0","Копирование элемента справочника ""Программы управления стадом"" (ПрограммыУправленияСтадом)","0"
"0","","0","Копирование элемента документа ""Заявка на довоз, обмен товара"" (ЗаявкаНаОбменДовозТовара)","1","0","Копирование элемента документа ""Заявка на довоз, обмен товара"" (ЗаявкаНаОбменДовозТовара)","0"
"0","","0","Копирование элемента справочника ""Статьи движения денежных средств"" (СтатьиДвиженияДенежныхСредств)","1","0","Копирование элемента справочника ""Статьи движения денежных средств"" (СтатьиДвиженияДенежныхСредств)","0"
"0","","0","Открытие формы списка регистра сведений ""Исключения для блокировок (Контур.Фокус)"" (Фокус_ОперацияРазрешена)","1","0","Открытие формы списка регистра сведений ""Исключения для блокировок (Контур.Фокус)"" (Фокус_ОперацияРазрешена)","0"
"0","","0","Открытие формы отчета ""ABC сводный"" (ABCОбщий)","1","0","Открытие формы отчета ""ABC сводный"" (ABCОбщий)","0"
"0","","0","Копирование элемента справочника ""Настройки формирования перемещений"" (НастройкиФормированияПеремещений)","1","0","Копирование элемента справочника ""Настройки формирования перемещений"" (НастройкиФормированияПеремещений)","0"
"0","","0","Печать элемента документа ""Претензия об оплате задолженности"" (ПретензияОбОплатеЗадолженности)","1","0","Печать элемента документа ""Претензия об оплате задолженности"" (ПретензияОбОплатеЗадолженности)","0"
"0","","0","Открытие формы справочника ""Роли контактных лиц в сделках и проектах"" (РолиКонтактныхЛицВСделкахИПроектах)","1","0","Открытие формы справочника ""Роли контактных лиц в сделках и проектах"" (РолиКонтактныхЛицВСделкахИПроектах)","0"
"0","","0","Открытие формы справочника ""Категории целей"" (КатегорииЦелей)","1","0","Открытие формы справочника ""Категории целей"" (КатегорииЦелей)","0"
"0","","0","Открытие формы документа ""Корректировка обособленного учета запасов"" (КорректировкаОбособленногоУчетаЗапасов)","1","0","Открытие формы документа ""Корректировка обособленного учета запасов"" (КорректировкаОбособленногоУчетаЗапасов)","0"
"0","","0","Ввод на основании документа ""Поступление услуг и прочих активов""","1","0","Ввод на основании документа ""Поступление услуг и прочих активов""","0"
"0","","0","Открытие формы списка справочника ""Варианты комплектации номенклатуры"" (ВариантыКомплектацииНоменклатуры)","1","0","Открытие формы списка справочника ""Варианты комплектации номенклатуры"" (ВариантыКомплектацииНоменклатуры)","0"
"0","","0","Открытие формы справочника ""Ключи аналитики учета партий"" (КлючиАналитикиУчетаПартий)","1","0","Открытие формы справочника ""Ключи аналитики учета партий"" (КлючиАналитикиУчетаПартий)","0"
"0","","0","Открытие формы отчета ""Журнал учета ТМЦ, сданных на хранение (МХ-2)"" (ЖурналУчетаТМЦСданныхНаХранение)","1","0","Открытие формы отчета ""Журнал учета ТМЦ, сданных на хранение (МХ-2)"" (ЖурналУчетаТМЦСданныхНаХранение)","0"
"0","","0","Ввод на основании документа ""Заявление о ввозе товаров из ЕАЭС""","1","0","Ввод на основании документа ""Заявление о ввозе товаров из ЕАЭС""","0"
"0","","0","Открытие формы отчета ""Выполнение сборки и отгрузки товаров"" (ТоварыКОтгрузке)","1","0","Открытие формы отчета ""Выполнение сборки и отгрузки товаров"" (ТоварыКОтгрузке)","0"
"0","","0","Открытие формы списка документа ""Выдача/возврат печатей организаций"" (ВыдачаВозвратПечатейОрганизаций)","1","0","Открытие формы списка документа ""Выдача/возврат печатей организаций"" (ВыдачаВозвратПечатейОрганизаций)","0"
"0","","0","Открытие формы списка справочника ""Шаблоны оповещения задач"" (CRM_ШаблоныЗадач)","1","0","Открытие формы списка справочника ""Шаблоны оповещения задач"" (CRM_ШаблоныЗадач)","0"
"0","","0","Открытие формы регистра сведений ""Пути к программам электронной подписи и шифрования на серверах Linux"" (ПутиКПрограммамЭлектроннойПодписиИШифрованияНаСерверахLinux)","1","0","Открытие формы регистра сведений ""Пути к программам электронной подписи и шифрования на серверах Linux"" (ПутиКПрограммамЭлектроннойПодписиИШифрованияНаСерверахLinux)","0"
"0","","0","Печать элемента документа ""Заявление о ввозе товаров из ЕАЭС"" (ЗаявлениеОВвозеТоваров)","1","0","Печать элемента документа ""Заявление о ввозе товаров из ЕАЭС"" (ЗаявлениеОВвозеТоваров)","0"
"0","","0","Открытие формы отчета ""Ведомость по принятой возвратной таре"" (ВедомостьПоПринятойВозвратнойТаре)","1","0","Открытие формы отчета ""Ведомость по принятой возвратной таре"" (ВедомостьПоПринятойВозвратнойТаре)","0"
"0","","0","Открытие формы документа ""Сверка взаиморасчетов"" (СверкаВзаиморасчетов)","1","0","Открытие формы документа ""Сверка взаиморасчетов"" (СверкаВзаиморасчетов)","0"
"0","","0","Копирование элемента группы справочника ""Холдинги контрагентов"" (ХолдингиКонтрагентов)","1","0","Копирование элемента группы справочника ""Холдинги контрагентов"" (ХолдингиКонтрагентов)","0"
"0","","0","Открытие формы отчета ""Первичный интерес"" (АнализПервичногоИнтереса)","1","0","Открытие формы отчета ""Первичный интерес"" (АнализПервичногоИнтереса)","0"
"0","","0","Ввод на основании документа ""Реестр развозки""","1","0","Ввод на основании документа ""Реестр развозки""","0"
"0","","0","Ввод на основании документа ""Списание безналичных денежных средств""","1","0","Ввод на основании документа ""Списание безналичных денежных средств""","0"
"0","","0","Копирование элемента документа ""Отчет по комиссии между организациями"" (ОтчетПоКомиссииМеждуОрганизациями)","1","0","Копирование элемента документа ""Отчет по комиссии между организациями"" (ОтчетПоКомиссииМеждуОрганизациями)","0"
"0","","0","Открытие формы списка регистра сведений ""История изменения адресов и КПП организаций и контрагентов"" (ИсторияИзмененияАдресовИКППОрганизацийИКонтрагентов)","1","0","Открытие формы списка регистра сведений ""История изменения адресов и КПП организаций и контрагентов"" (ИсторияИзмененияАдресовИКППОрганизацийИКонтрагентов)","0"
"0","","0","Открытие формы списка справочника ""Договоры с контрагентами"" (ДоговорыКонтрагентов)","1","0","Открытие формы списка справочника ""Договоры с контрагентами"" (ДоговорыКонтрагентов)","0"
"0","","0","Копирование элемента группы справочника ""Размеры одежды"" (ЯРВЕТ_РазмерыОдежды)","1","0","Копирование элемента группы справочника ""Размеры одежды"" (ЯРВЕТ_РазмерыОдежды)","0"
"0","","0","Копирование элемента справочника ""Ценовые группы"" (ЦеновыеГруппы)","1","0","Копирование элемента справочника ""Ценовые группы"" (ЦеновыеГруппы)","0"
"0","","0","Открытие формы обработки ""Заполнение заказа поставщику по автозаказу"" (ЗаполнениеЗаказаПоставщикуПоАвтозаказу)","1","0","Открытие формы обработки ""Заполнение заказа поставщику по автозаказу"" (ЗаполнениеЗаказаПоставщикуПоАвтозаказу)","0"
"0","","0","Открытие формы списка документа ""Событие"" (CRM_Событие)","1","0","Открытие формы списка документа ""Событие"" (CRM_Событие)","0"
"0","","0","Копирование элемента справочника ""Кредитный рейтинг. Условия контроля"" (УсловияКонтроляКрединогоРейтинга)","1","0","Копирование элемента справочника ""Кредитный рейтинг. Условия контроля"" (УсловияКонтроляКрединогоРейтинга)","0"
"0","","0","Открытие формы списка справочника ""Настройки РМК"" (НастройкиРМК)","1","0","Открытие формы списка справочника ""Настройки РМК"" (НастройкиРМК)","0"
"0","","0","Открытие формы отчета ""Прайс-лист"" (ПрайсЛист)","1","0","Открытие формы отчета ""Прайс-лист"" (ПрайсЛист)","0"
"0","","0","Копирование элемента справочника ""Поставляемые дополнительные отчеты и обработки"" (ПоставляемыеДополнительныеОтчетыИОбработки)","1","0","Копирование элемента справочника ""Поставляемые дополнительные отчеты и обработки"" (ПоставляемыеДополнительныеОтчетыИОбработки)","0"
"0","","0","Открытие формы отчета ""Финансовые результаты"" (АнализФинансовыхРезультатов)","1","0","Открытие формы отчета ""Финансовые результаты"" (АнализФинансовыхРезультатов)","0"
"0","","0","Копирование элемента справочника ""Показатели процентовка"" (ПоказателиРасчетаЗП)","1","0","Копирование элемента справочника ""Показатели процентовка"" (ПоказателиРасчетаЗП)","0"
"0","","0","Открытие формы отчета ""Книга покупок"" (КнигаПокупок)","1","0","Открытие формы отчета ""Книга покупок"" (КнигаПокупок)","0"
"0","","0","Открытие формы списка справочника ""Настройки ретробонусов (поставщиков)"" (НастройкиРетробонусов)","1","0","Открытие формы списка справочника ""Настройки ретробонусов (поставщиков)"" (НастройкиРетробонусов)","0"
"0","","0","Открытие формы списка регистра сведений ""Сведения о пользователях"" (СведенияОПользователях)","1","0","Открытие формы списка регистра сведений ""Сведения о пользователях"" (СведенияОПользователях)","0"
"0","","0","Открытие формы отчета ""Прайс-лист универсальный"" (ПрайсЛистУниверсальный)","1","0","Открытие формы отчета ""Прайс-лист универсальный"" (ПрайсЛистУниверсальный)","0"
"0","","0","Копирование элемента документа ""Начисление ретробонуса поставщика"" (НачислениеРетробонусаПоставщикам)","1","0","Копирование элемента документа ""Начисление ретробонуса поставщика"" (НачислениеРетробонусаПоставщикам)","0"
"0","","0","Копирование элемента группы плана видов характеристик ""Вопросы для анкетирования"" (ВопросыДляАнкетирования)","1","0","Копирование элемента группы плана видов характеристик ""Вопросы для анкетирования"" (ВопросыДляАнкетирования)","0"
"0","","0","Открытие формы документа ""План сборки (разборки)"" (ПланСборкиРазборки)","1","0","Открытие формы документа ""План сборки (разборки)"" (ПланСборкиРазборки)","0"
"0","","0","Печать элемента документа ""Выданная доверенность"" (ДоверенностьВыданная)","1","0","Печать элемента документа ""Выданная доверенность"" (ДоверенностьВыданная)","0"
"0","","0","Открытие формы отчета ""Денежные средства в кассах ККМ"" (ОстаткиИДвиженияДенежныхСредствВКассахККМ)","1","0","Открытие формы отчета ""Денежные средства в кассах ККМ"" (ОстаткиИДвиженияДенежныхСредствВКассахККМ)","0"
"0","","0","Ввод на основании документа ""Реализация товаров и услуг""","1","0","Ввод на основании документа ""Реализация товаров и услуг""","0"
"0","","0","Открытие формы списка справочника ""Виды маркетинговых кампаний"" (CRM_ВидыМаркетинговыхКампаний)","1","0","Открытие формы списка справочника ""Виды маркетинговых кампаний"" (CRM_ВидыМаркетинговыхКампаний)","0"
"0","","0","Открытие формы списка справочника ""Точки маршрутов"" (CRM_ТочкиМаршрутов)","1","0","Открытие формы списка справочника ""Точки маршрутов"" (CRM_ТочкиМаршрутов)","0"
"0","","0","Открытие формы справочника ""Партии оборудования"" (ПартииОборудования)","1","0","Открытие формы справочника ""Партии оборудования"" (ПартииОборудования)","0"
"0","","0","Открытие формы обработки ""Групповое изменение реквизитов"" (ГрупповоеИзменениеРеквизитов)","1","0","Открытие формы обработки ""Групповое изменение реквизитов"" (ГрупповоеИзменениеРеквизитов)","0"
"0","","0","Открытие формы списка справочника ""Состояния событий"" (CRM_СостоянияСобытий)","1","0","Открытие формы списка справочника ""Состояния событий"" (CRM_СостоянияСобытий)","0"
"0","","0","Открытие формы отчета ""Матрица BCG"" (АнализКлиентскойБазыBCG)","1","0","Открытие формы отчета ""Матрица BCG"" (АнализКлиентскойБазыBCG)","0"
"0","","0","Открытие формы обработки ""Формирование заказов по потребностям"" (ОбеспечениеПотребностей)","1","0","Открытие формы обработки ""Формирование заказов по потребностям"" (ОбеспечениеПотребностей)","0"
"0","","0","Копирование элемента справочника ""Общие телефонные книги"" (сфпТелефонныеКниги)","1","0","Копирование элемента справочника ""Общие телефонные книги"" (сфпТелефонныеКниги)","0"
"0","","0","Открытие формы списка документа ""Распределение НДС"" (РаспределениеНДС)","1","0","Открытие формы списка документа ""Распределение НДС"" (РаспределениеНДС)","0"
"0","","0","Копирование элемента справочника ""Виды планов"" (ВидыПланов)","1","0","Копирование элемента справочника ""Виды планов"" (ВидыПланов)","0"
